eval_date,cds_spread_bps,recovery_rate,hazard_rate_bps,risk_free_pv,cva,risky_pv,cva_pct_of_notional,cva_pct_of_risk_free
2025-11-05,75.0,0.4,125.0,1119.3192,59.4332,1059.886,5.9433,5.3098
